,date,type,Is International,Unnamed: 0,callsign,typecode,origin,destination,firstseen,latitude_1,longitude_1,latitude_2,longitude_2,Departure Country,Arrival Country
172,2019-03-27,passenger,1,370,370,357,370,370,370,370,370,370,370,370,370
173,2019-03-28,passenger,0,637,637,584,637,637,637,637,637,637,637,635,636
174,2019-03-28,passenger,1,374,374,360,374,374,374,374,374,374,374,374,374
175,2019-03-29,passenger,0,636,636,575,636,636,636,636,636,636,636,633,632
176,2019-03-29,passenger,1,348,348,339,348,348,348,348,348,348,348,348,348
177,2019-03-30,passenger,0,602,602,541,602,602,602,602,602,602,602,600,601
178,2019-03-30,passenger,1,251,251,238,251,251,251,251,251,251,251,251,251
179,2019-03-31,passenger,0,617,617,550,617,617,617,617,617,617,617,616,615
180,2019-03-31,passenger,1,285,285,262,285,285,285,285,285,285,285,285,285
181,2019-04-01,passenger,0,659,659,589,659,659,659,659,659,659,659,656,656
182,2019-04-01,passenger,1,325,325,313,325,325,325,325,325,325,325,325,325
183,2019-04-02,passenger,0,656,656,582,656,656,656,656,656,656,656,656,654
184,2019-04-02,passenger,1,325,325,304,325,325,325,325,325,325,325,325,325
185,2019-04-03,passenger,0,729,729,654,729,729,729,729,729,729,729,726,728
186,2019-04-03,passenger,1,336,336,317,336,336,336,336,336,336,336,336,336
187,2019-04-04,passenger,0,749,749,668,749,749,749,749,749,749,749,748,749
188,2019-04-04,passenger,1,331,331,312,331,331,331,331,331,331,331,331,331
189,2019-04-05,passenger,0,659,659,583,659,659,659,659,659,659,659,659,659
190,2019-04-05,passenger,1,345,345,324,345,345,345,345,345,345,345,345,345
191,2019-04-06,passenger,0,640,640,560,640,640,640,640,640,640,640,636,636
192,2019-04-06,passenger,1,225,225,214,225,225,225,225,225,225,225,225,225
193,2019-04-07,passenger,0,649,649,582,649,649,649,649,649,649,649,649,649
194,2019-04-07,passenger,1,250,250,226,250,250,250,250,250,250,250,250,250
195,2019-04-08,passenger,0,678,678,604,678,678,678,678,678,678,678,677,677
196,2019-04-08,passenger,1,343,343,316,343,343,343,343,343,343,343,343,343
197,2019-04-09,passenger,0,660,660,582,660,660,660,660,660,660,660,659,658
198,2019-04-09,passenger,1,317,317,302,317,317,317,317,317,317,317,317,317
199,2019-04-10,passenger,0,668,668,586,668,668,668,668,668,668,668,667,667
200,2019-04-10,passenger,1,335,335,316,335,335,335,335,335,335,335,335,335
201,2019-04-11,passenger,0,674,674,601,674,674,674,674,674,674,674,672,673
202,2019-04-11,passenger,1,355,355,328,355,355,355,355,355,355,355,355,355
203,2019-04-12,passenger,0,654,654,585,654,654,654,654,654,654,654,654,653
204,2019-04-12,passenger,1,340,340,310,340,340,340,340,340,340,340,340,340
205,2019-04-13,passenger,0,650,650,588,650,650,650,650,650,650,650,648,646
206,2019-04-13,passenger,1,220,220,193,220,220,220,220,220,220,220,220,220
207,2019-04-14,passenger,0,637,637,567,637,637,637,637,637,637,637,635,637
208,2019-04-14,passenger,1,237,237,218,237,237,237,237,237,237,237,237,237
209,2019-04-15,passenger,0,658,658,583,658,658,658,658,658,658,658,657,658
210,2019-04-15,passenger,1,285,285,268,285,285,285,285,285,285,285,285,285
211,2019-04-16,passenger,0,672,672,597,672,672,672,672,672,672,672,670,669
212,2019-04-16,passenger,1,287,287,268,287,287,287,287,287,287,287,287,287
213,2019-04-17,passenger,0,688,688,610,688,688,688,688,688,688,688,686,686
214,2019-04-17,passenger,1,267,267,250,267,267,267,267,267,267,267,267,267
215,2019-04-18,passenger,0,667,667,605,667,667,667,667,667,667,667,666,665
216,2019-04-18,passenger,1,264,264,242,264,264,264,264,264,264,264,264,264
217,2019-04-19,passenger,0,653,653,579,653,653,653,653,653,653,653,653,653
218,2019-04-19,passenger,1,234,234,218,234,234,234,234,234,234,234,234,234
219,2019-04-20,passenger,0,573,573,507,573,573,573,573,573,573,573,573,573
220,2019-04-20,passenger,1,186,186,176,186,186,186,186,186,186,186,186,186
221,2019-04-21,passenger,0,515,515,461,515,515,515,515,515,515,515,514,514
222,2019-04-21,passenger,1,160,160,153,160,160,160,160,160,160,160,160,160
223,2019-04-22,passenger,0,609,609,534,609,609,609,609,609,609,609,607,607
224,2019-04-22,passenger,1,225,225,218,225,225,225,225,225,225,225,225,225
225,2019-04-23,passenger,0,649,649,578,649,649,649,649,649,649,649,647,647
226,2019-04-23,passenger,1,279,279,255,279,279,279,279,279,279,279,279,279
227,2019-04-24,passenger,0,659,659,590,659,659,659,659,659,659,659,657,658
228,2019-04-24,passenger,1,265,265,244,265,265,265,265,265,265,265,265,265
229,2019-04-25,passenger,0,697,697,628,697,697,697,697,697,697,697,693,692
230,2019-04-25,passenger,1,270,270,252,270,270,270,270,270,270,270,270,270
231,2019-04-26,passenger,0,679,679,597,679,679,679,679,679,679,679,678,677
232,2019-04-26,passenger,1,270,270,258,270,270,270,270,270,270,270,270,270
233,2019-04-27,passenger,0,670,670,584,670,670,670,670,670,670,670,668,668
234,2019-04-27,passenger,1,223,223,202,223,223,223,223,223,223,223,223,223
235,2019-04-28,passenger,0,666,666,595,666,666,666,666,666,666,666,664,665
236,2019-04-28,passenger,1,237,237,221,237,237,237,237,237,237,237,237,237
237,2019-04-29,passenger,0,693,693,632,693,693,693,693,693,693,693,690,690
238,2019-04-29,passenger,1,311,311,276,311,311,311,311,311,311,311,311,311
239,2019-04-30,passenger,0,605,605,538,605,605,605,605,605,605,605,605,605
240,2019-04-30,passenger,1,301,301,277,301,301,301,301,301,301,301,301,301
241,2019-05-01,passenger,0,659,659,594,659,659,659,659,659,659,659,658,658
242,2019-05-01,passenger,1,263,263,248,263,263,263,263,263,263,263,263,263
243,2019-05-02,passenger,0,717,717,646,717,717,717,717,717,717,717,716,715
244,2019-05-02,passenger,1,345,345,321,345,345,345,345,345,345,345,345,345
245,2019-05-03,passenger,0,716,716,634,716,716,716,716,716,716,716,715,714
246,2019-05-03,passenger,1,326,326,311,326,326,326,326,326,326,326,326,326
247,2019-05-04,passenger,0,653,653,579,653,653,653,653,653,653,653,650,651
248,2019-05-04,passenger,1,231,231,208,231,231,231,231,231,231,231,231,231
249,2019-05-05,passenger,0,688,688,627,688,688,688,688,688,688,688,685,686
250,2019-05-05,passenger,1,249,249,223,249,249,249,249,249,249,249,249,249
251,2019-05-06,passenger,0,702,702,624,702,702,702,702,702,702,702,699,699
252,2019-05-06,passenger,1,330,330,312,330,330,330,330,330,330,330,330,330
253,2019-05-07,passenger,0,709,709,626,709,709,709,709,709,709,709,709,708
254,2019-05-07,passenger,1,326,326,315,326,326,326,326,326,326,326,326,326
255,2019-05-08,passenger,0,724,724,644,724,724,724,724,724,724,724,723,723
256,2019-05-08,passenger,1,328,328,304,328,328,328,328,328,328,328,328,328
257,2019-05-09,passenger,0,645,645,574,645,645,645,645,645,645,645,643,644
258,2019-05-09,passenger,1,351,351,332,351,351,351,351,351,351,351,351,351
259,2019-05-10,passenger,0,737,737,666,737,737,737,737,737,737,737,732,732
260,2019-05-10,passenger,1,349,349,334,349,349,349,349,349,349,349,349,349
261,2019-05-11,passenger,0,699,699,639,699,699,699,699,699,699,699,697,697
262,2019-05-11,passenger,1,258,258,238,258,258,258,258,258,258,258,258,258
263,2019-05-12,passenger,0,715,715,632,715,715,715,715,715,715,715,712,712
264,2019-05-12,passenger,1,255,255,237,255,255,255,255,255,255,255,255,255
265,2019-05-13,passenger,0,713,713,641,713,713,713,713,713,713,713,711,711
266,2019-05-13,passenger,1,330,330,304,330,330,330,330,330,330,330,330,330
267,2019-05-14,passenger,0,691,691,597,691,691,691,691,691,691,691,690,689
268,2019-05-14,passenger,1,348,348,339,348,348,348,348,348,348,348,348,348
269,2019-05-15,passenger,0,715,715,638,715,715,715,715,715,715,715,712,713
270,2019-05-15,passenger,1,349,349,326,349,349,349,349,349,349,349,349,349
271,2019-05-16,passenger,0,698,698,617,698,698,698,698,698,698,698,698,698
272,2019-05-16,passenger,1,350,350,337,350,350,350,350,350,350,350,350,350
273,2019-05-17,passenger,0,716,716,637,716,716,716,716,716,716,716,714,716
274,2019-05-17,passenger,1,337,337,324,337,337,337,337,337,337,337,337,337
275,2019-05-18,passenger,0,701,701,632,701,701,701,701,701,701,701,700,700
276,2019-05-18,passenger,1,239,239,220,239,239,239,239,239,239,239,239,239
277,2019-05-19,passenger,0,683,683,605,683,683,683,683,683,683,683,681,681
278,2019-05-19,passenger,1,232,232,219,232,232,232,232,232,232,232,232,232
279,2019-05-20,passenger,0,663,663,598,663,663,663,663,663,663,663,663,663
280,2019-05-20,passenger,1,289,289,278,289,289,289,289,289,289,289,289,289
281,2019-05-21,passenger,0,720,720,652,720,720,720,720,720,720,720,718,718
282,2019-05-21,passenger,1,332,332,300,332,332,332,332,332,332,332,332,332
283,2019-05-22,passenger,0,724,724,651,724,724,724,724,724,724,724,723,722
284,2019-05-22,passenger,1,352,352,336,352,352,352,352,352,352,352,352,352
285,2019-05-23,passenger,0,735,735,655,735,735,735,735,735,735,735,733,732
286,2019-05-23,passenger,1,328,328,317,328,328,328,328,328,328,328,328,328
287,2019-05-24,passenger,0,744,744,659,744,744,744,744,744,744,744,741,741
288,2019-05-24,passenger,1,339,339,311,339,339,339,339,339,339,339,339,339
289,2019-05-25,passenger,0,702,702,627,702,702,702,702,702,702,702,700,701
290,2019-05-25,passenger,1,230,230,210,230,230,230,230,230,230,230,230,230
291,2019-05-26,passenger,0,761,761,703,761,761,761,761,761,761,761,759,758
292,2019-05-26,passenger,1,266,266,234,266,266,266,266,266,266,266,266,266
293,2019-05-27,passenger,0,738,738,682,738,738,738,738,738,738,738,737,738
294,2019-05-27,passenger,1,364,364,319,364,364,364,364,364,364,364,364,364
295,2019-05-28,passenger,0,719,719,643,719,719,719,719,719,719,719,718,718
296,2019-05-28,passenger,1,358,358,326,358,358,358,358,358,358,358,358,358
297,2019-05-29,passenger,0,714,714,638,714,714,714,714,714,714,714,712,711
298,2019-05-29,passenger,1,350,350,324,350,350,350,350,350,350,350,350,350
299,2019-05-30,passenger,0,709,709,639,709,709,709,709,709,709,709,707,708
300,2019-05-30,passenger,1,248,248,224,248,248,248,248,248,248,248,248,248
301,2019-05-31,passenger,0,581,581,514,581,581,581,581,581,581,581,581,581
302,2019-05-31,passenger,1,205,205,188,205,205,205,205,205,205,205,205,205
303,2019-06-01,passenger,0,619,619,557,619,619,619,619,619,619,619,616,618
304,2019-06-01,passenger,1,201,201,180,201,201,201,201,201,201,201,201,201
305,2019-06-02,passenger,0,700,700,625,700,700,700,700,700,700,700,698,699
306,2019-06-02,passenger,1,244,244,227,244,244,244,244,244,244,244,244,244
307,2019-06-03,passenger,0,679,679,601,679,679,679,679,679,679,679,678,678
308,2019-06-03,passenger,1,327,327,312,327,327,327,327,327,327,327,327,327
309,2019-06-04,passenger,0,721,721,647,721,721,721,721,721,721,721,717,717
310,2019-06-04,passenger,1,321,321,298,321,321,321,321,321,321,321,321,321
311,2019-06-05,passenger,0,723,723,646,723,723,723,723,723,723,723,721,721
312,2019-06-05,passenger,1,347,347,318,347,347,347,347,347,347,347,347,347
313,2019-06-06,passenger,0,752,752,666,752,752,752,752,752,752,752,749,749
314,2019-06-06,passenger,1,325,325,307,325,325,325,325,325,325,325,325,325
315,2019-06-07,passenger,0,670,670,590,670,670,670,670,670,670,670,669,669
316,2019-06-07,passenger,1,332,332,313,332,332,332,332,332,332,332,332,332
317,2019-06-08,passenger,0,675,675,596,675,675,675,675,675,675,675,674,674
318,2019-06-08,passenger,1,215,215,198,215,215,215,215,215,215,215,215,215
319,2019-06-09,passenger,0,641,641,567,641,641,641,641,641,641,641,641,641
320,2019-06-09,passenger,1,191,191,180,191,191,191,191,191,191,191,191,191
321,2019-06-10,passenger,0,709,709,632,709,709,709,709,709,709,709,709,709
322,2019-06-10,passenger,1,221,221,205,221,221,221,221,221,221,221,221,221
323,2019-06-11,passenger,0,710,710,634,710,710,710,710,710,710,710,710,710
324,2019-06-11,passenger,1,281,281,262,281,281,281,281,281,281,281,281,281
325,2019-06-12,passenger,0,729,729,647,729,729,729,729,729,729,729,725,724
326,2019-06-12,passenger,1,298,298,279,298,298,298,298,298,298,298,298,298
327,2019-06-13,passenger,0,692,692,620,692,692,692,692,692,692,692,689,689
328,2019-06-13,passenger,1,307,307,271,307,307,307,307,307,307,307,307,307
329,2019-06-14,passenger,0,688,688,615,688,688,688,688,688,688,688,686,688
330,2019-06-14,passenger,1,307,307,290,307,307,307,307,307,307,307,307,307
331,2019-06-15,passenger,0,669,669,620,669,669,669,669,669,669,669,667,666
332,2019-06-15,passenger,1,223,223,215,223,223,223,223,223,223,223,223,223
333,2019-06-16,passenger,0,710,710,643,710,710,710,710,710,710,710,708,708
334,2019-06-16,passenger,1,220,220,201,220,220,220,220,220,220,220,220,220
335,2019-06-17,passenger,0,703,703,633,703,703,703,703,703,703,703,701,701
336,2019-06-17,passenger,1,294,294,281,294,294,294,294,294,294,294,294,294
337,2019-06-18,passenger,0,732,732,647,732,732,732,732,732,732,732,727,726
338,2019-06-18,passenger,1,322,322,300,322,322,322,322,322,322,322,322,322
339,2019-06-19,passenger,0,727,727,653,727,727,727,727,727,727,727,722,723
340,2019-06-19,passenger,1,301,301,268,301,301,301,301,301,301,301,301,301
341,2019-06-20,passenger,0,710,710,639,710,710,710,710,710,710,710,709,710
342,2019-06-20,passenger,1,249,249,221,249,249,249,249,249,249,249,249,249
343,2019-06-21,passenger,0,703,703,618,703,703,703,703,703,703,703,700,701
344,2019-06-21,passenger,1,267,267,241,267,267,267,267,267,267,267,267,267
345,2019-06-22,passenger,0,669,669,590,669,669,669,669,669,669,669,668,668
346,2019-06-22,passenger,1,205,205,172,205,205,205,205,205,205,205,205,205
347,2019-06-23,passenger,0,718,718,626,718,718,718,718,718,718,718,715,716
348,2019-06-23,passenger,1,251,251,224,251,251,251,251,251,251,251,251,251
349,2019-06-24,passenger,0,720,720,638,720,720,720,720,720,720,720,720,720
350,2019-06-24,passenger,1,347,347,315,347,347,347,347,347,347,347,347,347
351,2019-06-25,passenger,0,750,750,642,750,750,750,750,750,750,750,747,747
352,2019-06-25,passenger,1,341,341,323,341,341,341,341,341,341,341,341,341
353,2019-06-26,passenger,0,684,684,590,684,684,684,684,684,684,684,681,679
354,2019-06-26,passenger,1,338,338,315,338,338,338,338,338,338,338,338,338
355,2019-06-27,passenger,0,731,731,635,731,731,731,731,731,731,731,728,730
356,2019-06-27,passenger,1,350,350,329,350,350,350,350,350,350,350,350,350
357,2019-06-28,passenger,0,721,721,643,721,721,721,721,721,721,721,717,716
